"form","state","region","female","age","class","OCCUPATION1","OCCUPATION2","OCCUPATION3","black","size","education","AGE_3WAY","AGE40","OCC8","prof","REGION4","EDU_RECODE","VOTE_PRO","VOTE_RETRO","PHONE_RECODE","CAR_RECODE","ballot","Q1","Q2","Q3","Q4A","Q4B","Q4C","Q5A","Q5B","farm","SIZE3","urban","StPOAbrv","SOUTH11","SOUTH11xBLACK","SOUTH12","SOUTH12xBLACK","south","SOUTHxBLACK","year","WtPubFeas","WtVotFeas"
,"Ohio","East Central","Male","35-44 yrs",,"Skilled workers",,,"White","Farm",,,,"Labor","Not Professional","Midwest",,"Landon","Hoover",,"Car",53,,,,,,,"Landon","Yes, voted for Hoover","Farm","Farm","Non-Urban","oh","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.629758549722236,0.683247398850138
,"Minnesota","West Central","Male","25-34 yrs",,"Skilled workers",,,"White","Farm",,,,"Labor","Not Professional","Midwest",,"Landon","Hoover",,"Car",53,,,,,,,"Landon","Yes, voted for Hoover","Farm","Farm","Non-Urban","mn","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.629758549722236,0.683247398850138
,"Minnesota","West Central","Female","25-34 yrs","P or P+","Other and None",,,"White","Small town",,,,"Other","Not Professional","Midwest",,"Landon","Hoover",,"Car",53,,,,,,,"Landon","Yes, voted for Hoover","Non-Farm","Rural Non-Farm","Non-Urban","mn","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,7.47066436222582,8.42781280362293
,"Minnesota","West Central","Male","55 yrs and over",,"Skilled workers",,,"White","Farm",,,,"Labor","Not Professional","Midwest",,"Landon","Hoover",,"Car",53,,,,,,,"Landon","Yes, voted for Hoover","Farm","Farm","Non-Urban","mn","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.629758549722236,0.683247398850138
,"Ohio","East Central","Male","45-54 yrs",,"Skilled workers",,,"White","Farm",,,,"Labor","Not Professional","Midwest",,"Other","fdr",,"Car",53,,,,,,,"Lemke","Yes, voted for Roosevelt","Farm","Farm","Non-Urban","oh","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.629758549722236,0.683247398850138
,"Minnesota","West Central","Male","45-54 yrs",,"Skilled workers",,,"White","Farm",,,,"Labor","Not Professional","Midwest",,"Other","fdr",,"Car",53,,,,,,,"Lemke","Yes, voted for Roosevelt","Farm","Farm","Non-Urban","mn","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.629758549722236,0.683247398850138
,"Ohio","East Central","Male","45-54 yrs",,"Skilled workers",,,"White","Farm",,,,"Labor","Not Professional","Midwest",,"Landon","fdr",,"No car",53,,,,,,,"Landon","Yes, voted for Roosevelt","Farm","Farm","Non-Urban","oh","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.629758549722236,0.683247398850138
,"Ohio","East Central","Male","55 yrs and over",,"Skilled workers",,,"White","Farm",,,,"Labor","Not Professional","Midwest",,"Landon","fdr",,"Car",53,,,,,,,"Landon","Yes, voted for Roosevelt","Farm","Farm","Non-Urban","oh","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.629758549722236,0.683247398850138
,"New York","Middle Atlantic","Male","25-34 yrs","P or P+","Skilled workers",,,"White","Urban",,,,"Labor","Not Professional","Northeast",,"fdr","Hoover",,"No car",53,"Yes",,"No","Roosevelt","Roosevelt",,"Roosevelt","Yes, voted for Hoover","Non-Farm","Urban","Urban","ny","Non-South","Non-South White","Non-South","Non-South White","Non-South","Non-South White",1936,0.425908428241295,0.479531630338573
,"California","Pacific Coast","Male","35-44 yrs","Av+","Skilled workers",,,,"Farm",,,,"Labor","Not Professional","West",,"fdr","fdr",,,53,,"Yes","Yes","Roosevelt","Roosevelt",,"Roosevelt","Yes, voted for Roosevelt","Farm","Farm","Non-Urban","ca","Non-South",,"Non-South",,"Non-South",,1936,,
,"California","Pacific Coast","Male","35-44 yrs","P or P+","Business",,,,"Urban",,,,"Professional","Professional","West",,"fdr","fdr",,,53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ca","Non-South",,"Non-South",,"Non-South",,1936,,
,"California","Pacific Coast","Male","55 yrs and over","Av+","Business",,,,"Urban",,,,"Professional","Professional","West",,"fdr","fdr",,,53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ca","Non-South",,"Non-South",,"Non-South",,1936,,
,"California","Pacific Coast","Male","55 yrs and over","Av+","Other and None",,,,"Small town",,,,"Other","Not Professional","West",,"fdr","fdr",,,53,"No","Yes","Yes","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Rural Non-Farm","Non-Urban","ca","Non-South",,"Non-South",,"Non-South",,1936,,
,"Rhode Island","Northeast","Male","55 yrs and over","Av","Other and None",,,,"Urban",,,,"Other","Not Professional","Northeast",,"fdr","fdr",,,53,,"Yes","Yes","Roosevelt","Landon","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ri","Non-South",,"Non-South",,"Non-South",,1936,,
,"Rhode Island","Northeast","Male","25-34 yrs","P or P+","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Northeast",,"fdr","fdr",,,53,"Yes","Yes","Yes","Roosevelt","Landon","Neither","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ri","Non-South",,"Non-South",,"Non-South",,1936,,
,"Connecticut","Northeast","Male","35-44 yrs","Av","Skilled workers",,,,"Small town",,,,"Labor","Not Professional","Northeast",,"fdr","fdr",,,53,"No","Yes","Yes","Roosevelt","Landon","Both candidates","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Rural Non-Farm","Non-Urban","ct","Non-South",,"Non-South",,"Non-South",,1936,,
,"Connecticut","Northeast","Male","35-44 yrs","P or P+","Professiol",,,,"Urban",,,,"Professional","Professional","Northeast",,"fdr","fdr",,,53,"No","Yes","Yes","Roosevelt","Landon","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ct","Non-South",,"Non-South",,"Non-South",,1936,,
,"Connecticut","Northeast","Male","25-34 yrs","P or P+","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Northeast",,"fdr","fdr",,,53,"Yes","Yes","Yes","Roosevelt","Landon","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ct","Non-South",,"Non-South",,"Non-South",,1936,,
,"Connecticut","Northeast","Male","35-44 yrs","P or P+","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Northeast",,"fdr","fdr",,,53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ct","Non-South",,"Non-South",,"Non-South",,1936,,
,"Connecticut","Northeast","Male","55 yrs and over","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Northeast",,"fdr","fdr",,,53,,"Yes","Yes","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ct","Non-South",,"Non-South",,"Non-South",,1936,,
,"Kansas","West Central","Male","35-44 yrs","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Midwest",,"Landon","Hoover",,,53,"Yes","Yes","Yes","Roosevelt","Landon","Landon","Landon","Yes, voted for Hoover","Non-Farm","Urban","Urban","ks","Non-South",,"Non-South",,"Non-South",,1936,,
,"Wisconsin","West Central","Male","35-44 yrs","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Midwest",,"Landon","Hoover",,,53,"No","No","Yes","Roosevelt","Roosevelt","Roosevelt","Landon","Yes, voted for Hoover","Non-Farm","Urban","Urban","wi","Non-South",,"Non-South",,"Non-South",,1936,,
,"Minnesota","West Central","Male","35-44 yrs","Av+","Professiol",,,,"Small town",,,,"Professional","Professional","Midwest",,"Landon","Hoover",,,53,"Yes","Yes","Yes","Landon","Landon","Landon","Landon","Yes, voted for Hoover","Non-Farm","Rural Non-Farm","Non-Urban","mn","Non-South",,"Non-South",,"Non-South",,1936,,
,"Minnesota","West Central","Male","35-44 yrs","Av+","Skilled workers",,,,"Farm",,,,"Labor","Not Professional","Midwest",,"Landon","Hoover",,,53,"Yes","Yes","Yes","Roosevelt","Landon","Neither","Landon","Yes, voted for Hoover","Farm","Farm","Non-Urban","mn","Non-South",,"Non-South",,"Non-South",,1936,,
,"North Dakota","West Central","Male","45-54 yrs","Av+","Skilled workers",,,,"Farm",,,,"Labor","Not Professional","Midwest",,"Landon","Hoover",,,53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Both candidates","Landon","Yes, voted for Hoover","Farm","Farm","Non-Urban","nd","Non-South",,"Non-South",,"Non-South",,1936,,
,"Nebraska","West Central","Male","45-54 yrs","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Midwest",,"Landon","Hoover",,,53,"Yes","Yes","Yes","Landon","Landon","Landon","Landon","Yes, voted for Hoover","Non-Farm","Urban","Urban","ne","Non-South",,"Non-South",,"Non-South",,1936,,
,"Nebraska","West Central","Male","45-54 yrs","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Midwest",,"Landon","Hoover",,,53,"Yes","No","Yes","Roosevelt","Landon","Landon","Landon","Yes, voted for Hoover","Non-Farm","Urban","Urban","ne","Non-South",,"Non-South",,"Non-South",,1936,,
,"Wisconsin","West Central","Male","45-54 yrs",,"Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Midwest",,"Landon","Hoover",,,53,"Yes","No","Yes","Roosevelt","Roosevelt","Landon","Landon","Yes, voted for Hoover","Non-Farm","Urban","Urban","wi","Non-South",,"Non-South",,"Non-South",,1936,,
,"Missouri","West Central","Male","45-54 yrs","Av","Professiol",,,,"Urban",,,,"Professional","Professional","Midwest",,"Landon","Hoover",,,53,"No","No","Yes","Roosevelt","Roosevelt","Landon","Landon","Yes, voted for Hoover","Non-Farm","Urban","Urban","mo","Non-South",,"Non-South",,"Non-South",,1936,,
,"Missouri","West Central","Male","45-54 yrs","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Midwest",,"Landon","Hoover",,,53,"No","No","Yes","Landon","Landon","Roosevelt","Landon","Yes, voted for Hoover","Non-Farm","Urban","Urban","mo","Non-South",,"Non-South",,"Non-South",,1936,,
,"Nebraska","West Central","Male","45-54 yrs","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Midwest",,"Landon","Hoover",,,53,"No","Yes","Yes","Landon","Landon","Landon","Landon","Yes, voted for Hoover","Non-Farm","Urban","Urban","ne","Non-South",,"Non-South",,"Non-South",,1936,,
,"North Dakota","West Central","Male","35-44 yrs","Av+","Skilled workers",,,,"Small town",,,,"Labor","Not Professional","Midwest",,"Landon","Hoover",,,53,"Yes","Yes","Yes","Landon","Roosevelt","Landon","Landon","Yes, voted for Hoover","Non-Farm","Rural Non-Farm","Non-Urban","nd","Non-South",,"Non-South",,"Non-South",,1936,,
,"Wisconsin","West Central","Male","35-44 yrs","Av+","Business",,,,"Small town",,,,"Professional","Professional","Midwest",,"Landon","Hoover",,,53,"Yes","Yes","Yes","Landon","Landon","Landon","Landon","Yes, voted for Hoover","Non-Farm","Rural Non-Farm","Non-Urban","wi","Non-South",,"Non-South",,"Non-South",,1936,,
,"Missouri","West Central","Male","35-44 yrs","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Midwest",,"Landon","Hoover",,,53,"No",,"Yes","Landon","Landon","Both candidates","Landon","Yes, voted for Hoover","Non-Farm","Urban","Urban","mo","Non-South",,"Non-South",,"Non-South",,1936,,
,"South Dakota","West Central","Male","35-44 yrs","Av+","Skilled workers",,,,"Farm",,,,"Labor","Not Professional","Midwest",,"Landon","Hoover",,,53,"Yes","Yes","Yes","Landon","Landon","Neither","Landon","Yes, voted for Hoover","Farm","Farm","Non-Urban","sd","Non-South",,"Non-South",,"Non-South",,1936,,
,"Missouri","West Central","Male","21-24 yrs",,"Other and None",,,,"Urban",,,,"Other","Not Professional","Midwest",,"Landon","Hoover",,,53,"No","Yes","Yes","Landon","Landon","Landon","Landon","Yes, voted for Hoover","Non-Farm","Urban","Urban","mo","Non-South",,"Non-South",,"Non-South",,1936,,
,"Wisconsin","West Central","Male",,"Av+","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Midwest",,"Landon","Hoover",,,53,"Yes","No","Yes","Landon","Landon","Neither","Landon","Yes, voted for Hoover","Non-Farm","Urban","Urban","wi","Non-South",,"Non-South",,"Non-South",,1936,,
,"Wisconsin","West Central","Male","25-34 yrs","P or P+","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Midwest",,"Landon","Hoover",,,53,"No","Yes","Yes","Roosevelt","Landon",,"Landon","Yes, voted for Hoover","Non-Farm","Urban","Urban","wi","Non-South",,"Non-South",,"Non-South",,1936,,
,"Missouri","West Central","Male","45-54 yrs","Av+","Professiol",,,,"Small town",,,,"Professional","Professional","Midwest",,"Landon","Hoover",,,53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Landon","Landon","Yes, voted for Hoover","Non-Farm","Rural Non-Farm","Non-Urban","mo","Non-South",,"Non-South",,"Non-South",,1936,,
,"Missouri","West Central","Male","45-54 yrs","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Midwest",,"Landon","Hoover",,,53,"Yes","No","Yes","Landon","Landon","Landon","Landon","Yes, voted for Hoover","Non-Farm","Urban","Urban","mo","Non-South",,"Non-South",,"Non-South",,1936,,
,"North Dakota","West Central","Male","25-34 yrs","Av+","Professiol",,,,"Urban",,,,"Professional","Professional","Midwest",,"Landon","Hoover",,,53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Both candidates","Landon","Yes, voted for Hoover","Non-Farm","Urban","Urban","nd","Non-South",,"Non-South",,"Non-South",,1936,,
,"Kansas","West Central","Female","55 yrs and over","Av+","Other and None",,,,"Farm",,,,"Other","Not Professional","Midwest",,"Landon","Hoover",,,53,"Yes","Yes","Yes","Landon","Landon",,"Landon","Yes, voted for Hoover","Farm","Farm","Non-Urban","ks","Non-South",,"Non-South",,"Non-South",,1936,,
,"Wisconsin","West Central","Female","55 yrs and over","Av","Business",,,,"Urban",,,,"Professional","Professional","Midwest",,"Landon","Hoover",,,53,"Yes","Yes","Yes","Landon","Landon","Neither","Landon","Yes, voted for Hoover","Non-Farm","Urban","Urban","wi","Non-South",,"Non-South",,"Non-South",,1936,,
,"Wisconsin","West Central","Female","45-54 yrs","P or P+","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Midwest",,"Landon","Hoover",,,53,"Yes","Yes","Yes","Landon","Landon","Landon","Landon","Yes, voted for Hoover","Non-Farm","Urban","Urban","wi","Non-South",,"Non-South",,"Non-South",,1936,,
,"Wisconsin","West Central","Female","45-54 yrs","Av+","Other and None",,,,"Urban",,,,"Other","Not Professional","Midwest",,"Landon","Hoover",,,53,"Yes","Yes","Yes","Landon","Landon","Neither","Landon","Yes, voted for Hoover","Non-Farm","Urban","Urban","wi","Non-South",,"Non-South",,"Non-South",,1936,,
,"Iowa","West Central","Female","45-54 yrs","Av+","Skilled workers",,,,"Farm",,,,"Labor","Not Professional","Midwest",,"Landon","Hoover",,,53,"No","No","Yes","Landon","Landon","Landon","Landon","Yes, voted for Hoover","Farm","Farm","Non-Urban","ia","Non-South",,"Non-South",,"Non-South",,1936,,
,"Nebraska","West Central","Male","55 yrs and over","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Midwest",,"Landon","Hoover",,,53,"Yes","Yes","Yes","Landon","Landon","Landon","Landon","Yes, voted for Hoover","Non-Farm","Urban","Urban","ne","Non-South",,"Non-South",,"Non-South",,1936,,
,"Nebraska","West Central","Male","55 yrs and over","Av","Business",,,,"Urban",,,,"Professional","Professional","Midwest",,"Landon","Hoover",,,53,"Yes","Yes","Yes","Roosevelt","Landon","Both candidates","Landon","Yes, voted for Hoover","Non-Farm","Urban","Urban","ne","Non-South",,"Non-South",,"Non-South",,1936,,
,"Wisconsin","West Central","Male","55 yrs and over","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Midwest",,"Landon","Hoover",,,53,"No","No","Yes","Landon","Landon","Roosevelt","Landon","Yes, voted for Hoover","Non-Farm","Urban","Urban","wi","Non-South",,"Non-South",,"Non-South",,1936,,
,"Missouri","West Central","Male","55 yrs and over","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Midwest",,"Landon","Hoover",,,53,"No","Yes","Yes","Landon","Roosevelt","Landon","Landon","Yes, voted for Hoover","Non-Farm","Urban","Urban","mo","Non-South",,"Non-South",,"Non-South",,1936,,
,"Missouri","West Central","Male","55 yrs and over","Av","Business",,,,"Urban",,,,"Professional","Professional","Midwest",,"Landon","Hoover",,,53,"No","Yes","Yes","Roosevelt","Roosevelt","Landon","Landon","Yes, voted for Hoover","Non-Farm","Urban","Urban","mo","Non-South",,"Non-South",,"Non-South",,1936,,
,"Iowa","West Central","Male","55 yrs and over","Av","Other and None",,,,"Urban",,,,"Other","Not Professional","Midwest",,"Landon","Hoover",,,53,"No","Yes","Yes","Landon","Landon","Landon","Landon","Yes, voted for Hoover","Non-Farm","Urban","Urban","ia","Non-South",,"Non-South",,"Non-South",,1936,,
,"Iowa","West Central","Male","55 yrs and over","Av+","Skilled workers",,,,"Farm",,,,"Labor","Not Professional","Midwest",,"Landon","Hoover",,,53,"No","No","Yes",,,"Roosevelt","Landon","Yes, voted for Hoover","Farm","Farm","Non-Urban","ia","Non-South",,"Non-South",,"Non-South",,1936,,
,"South Dakota","West Central","Male","55 yrs and over","Av+","Other and None",,,,"Urban",,,,"Other","Not Professional","Midwest",,"Landon","Hoover",,,53,"No","Yes","Yes","Landon","Landon","Both candidates","Landon","Yes, voted for Hoover","Non-Farm","Urban","Urban","sd","Non-South",,"Non-South",,"Non-South",,1936,,
